id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48707570,Casa Mirestany-Wonderful house with amazing views,237245094,Sílvia,,Banyoles,42.11334,2.75949,Entire home/apt,393,2,17,11/14/21,2.03,3,304,17,HUTG-055898
48710230,–£—é—Ç–Ω—ã–π –¥–æ–º–∏–∫ –≤–æ–∑–ª–µ –º–æ—Ä—è,330201649,Anastasia,,Castell-Platja d'Aro,41.82686,3.07671,Entire home/apt,150,5,4,9/20/21,0.79,2,307,4,HUTG-000556
48710304,Andromeda: Apartment on the seafront,8345284,Aleksandra De K3HOMES,,L'Escala,42.11904,3.13828,Entire home/apt,80,1,0,,,67,362,0,HUTG-056437
48710767,D√©tente sur la Costa Brava,87717430,Marie,,Palafrugell,41.89679,3.18862,Entire home/apt,54,2,5,10/3/21,0.95,1,230,5,HUTG-022418
48710924,GIRONA VILLA WITH STUNNING VIEWS,46018235,Thomas,,Celrà,41.99612,2.86537,Entire home/apt,1013,3,0,,,1,326,0,HUTG-059565
48711551,"√Ätic amb vistes, Jardí comunitari , molt tranquil",2931588,Cecilia,,Puigcerdà,42.42874,1.93018,Entire home/apt,114,7,0,,,1,274,0,HUTG-038578
48711847,4 bedroom apartment  in the heart of Platja D'Aro,154212824,Venera,,Castell-Platja d'Aro,41.822975,3.06612,Entire home/apt,240,5,2,8/17/21,0.41,2,2,2,HUTG-048215
48712123,"Sc90 Sol Pins Mestral 5¬∫ shared pool, Tamariu",33902031,Property Care,,Palafrugell,41.9237,3.20528,Entire home/apt,233,3,2,9/18/21,0.41,33,151,2,HUTG-012834
48714239,Masía de uso turístico y rural en el Montseny,390694743,Vanessa,,Arbuciés,41.82196,2.523347,Entire home/apt,371,2,13,12/26/21,1.7,1,344,13,HUTG-056840
48715896,Villa Residencial Grande y con piscina,83245940,Ara,,Sils,41.80821,2.77948,Entire home/apt,343,6,1,8/8/21,0.21,1,364,1,HUTG-024681
48716928,CHIC APARTAMENT,69546785,Che,,Tossa de Mar,41.72173,2.93051,Entire home/apt,100,1,7,10/29/21,1.08,2,246,7,HUTG-048993
48717417,CC3A- Beautiful renovated apartment located in the center of Castello d'Empuries,157277213,Anna,,Castelló d'Empúries,42.25979,3.0746,Entire home/apt,54,1,2,12/8/21,1.25,44,364,2,HUTG-075534
48717419,CC3B- Beautiful renovated apartment located in the center of Castello d'Empuries,157277213,Anna,,Castelló d'Empúries,42.2594,3.07466,Entire home/apt,47,1,7,12/10/21,0.75,44,364,7,HUTG-075536
48717706,Queen house with pool in Empuriabrava,47790518,Andrea,,Castelló d'Empúries,42.24713,3.12347,Entire home/apt,360,6,1,8/22/21,0.23,14,180,1,Hutb-009941
48719951,Can Nu√±ez 5,138035489,Isaac,,Llançà,42.35618,3.1615,Entire home/apt,41,1,83,12/27/21,8.89,5,356,83,HUTG-047637
48721318,Casa Oraly - piscina privada- wifi gratis,86307032,Joan Marc,,Sant Pere Pescador,42.18874333,3.082949102,Entire home/apt,196,1,0,,,32,292,0,HUTG-031982
48726047,ACAMPALE - Glamping La Garrotxa (Tipi Margarida),383727299,Acampale,,Santa Pau,42.15301,2.54514,Entire home/apt,80,2,6,8/5/21,0.66,3,0,6,KG-000125
48726323,APT CASINO center - 5 rooms,35208996,Drs,,Lloret de Mar,41.70347,2.84803,Entire home/apt,279,2,0,,,29,36,0,HUTG-003653
48726584,Bungalow en Blanes cerca del mar,177105576,Viajes,,Blanes,41.66101,2.77909,Entire home/apt,62,2,2,9/4/21,0.22,2,0,2,KG-000071
48730466,Artistic and spacious and house with terrace,388141192,Enrique,,Figueres,42.26615,2.95643,Entire home/apt,97,1,15,12/22/21,1.65,2,354,15,HUTG-052923
48731009,√Åtico en Platja d Aro primera linea de mar,71369119,Marc,,Castell-Platja d'Aro,41.80975,3.06673,Entire home/apt,86,7,1,8/28/21,0.24,1,46,1,HUTB123456
48732122,"Villa Soleil-Lloret Holiday, private pool",118934271,Lloret Holiday,,Lloret de Mar,41.70572,2.87739,Entire home/apt,139,1,3,7/24/21,0.33,106,0,3,HUTG-042117
48733471,Apartamento con gran terraza a dos pasos del agua,231443950,Raquel,,Roses,42.26347,3.15293,Entire home/apt,97,2,0,,,39,8,0,HUTG-018922
48734060,Vistes amb encant en un espai de somni.,105938018,Gerard,,Calonge,41.84787,3.10627,Entire home/apt,96,2,3,6/26/21,0.33,1,303,3,HUTG-021481
48736072,Villa entera en Calella de  Palafrugell (Ermedas),385209571,Joana,,Palafrugell,41.89545,3.16453,Entire home/apt,640,6,2,7/24/21,0.35,1,338,2,HUTG-026431
48736247,CC1B Beautiful renovated apartment located in the center of Castello d'Empuries,157277213,Anna,,Castelló d'Empúries,42.25797,3.07571,Entire home/apt,47,3,3,11/29/21,1.11,44,364,3,HUTG-075533
48737609,Apartamento con fant√°sticas vistas en S'Agaro,202762416,Joan,,Sant Feliu de Guíxols,41.78632,3.04207,Entire home/apt,115,2,5,8/8/21,0.55,4,304,5,HUTG-519468
48738647,Apartamento en puerto deportivo de Port D¬¥Aro.,347436775,Encarnació,,Castell-Platja d'Aro,41.80347,3.06075,Entire home/apt,210,15,2,8/13/21,0.39,1,138,2,HUTG-028892
48744133,DES VACANCES AU CALME A 2 PAS DE LA MER,20930000,Sandrine,,Garriguella,42.34361,3.06603,Entire home/apt,227,7,2,10/2/21,0.39,2,281,2,HUTG-050122
48745360,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.70108,2.84516,Entire home/apt,100,1,1,4/4/21,0.11,7,358,1,HUTG-005984
48746673,Habitación Suite NCKY porche chillout piscina,6521840,Mathilda,,Peralada,42.30945,3.01457,Private room,59,2,2,4/5/21,0.22,4,362,2,HUTG-315431
48747638,EMILIA MAR 1-4,95415596,Ceigrup,,L'Escala,42.11873,3.13006,Entire home/apt,322,1,0,,,432,244,0,HUTG-038598
48749020,"Casa ISA, SYLVIA T3,4 p. front de mer, wifi, clim.",129249845,Isabelle,,Castelló d'Empúries,42.23821,3.1246,Entire home/apt,86,4,3,8/26/21,0.51,1,92,3,HUTG-034481
48749230,ELS OLIVARS,95415596,Ceigrup,,Torroella de Montgrí,42.0773,3.10178,Entire home/apt,498,1,2,10/22/21,0.32,432,273,2,HUTG-056602
48750164,Impresionante apartamento frente mar y PK privado,393272616,Katherine,,Calonge,41.84328,3.09689,Entire home/apt,127,2,6,9/18/21,0.79,1,0,6,HUTG-045099
48750381,Apartament La Rosella 3  - con piscina y parking,393273845,Inversions Vic,,Roses,42.26394,3.15307,Entire home/apt,85,2,10,11/1/21,1.27,4,82,10,HUTG056410
48750972,Patricia: apartment with sea views,8345284,Aleksandra De K3HOMES,,L'Escala,42.1193,3.13738,Entire home/apt,122,1,0,,,67,264,0,HUTG-029425
48752828,UN HOGAR ACOGEDOR.  SOLO PARA FAMILIAS,99662208,Armando,,Maçanet de la Selva,41.74288,2.71054,Entire home/apt,350,7,2,8/12/21,0.39,2,364,2,HUTG-052181-49
48756951,DESCANSO Y TRANQUILIDAD. SOLO PARA FAMILIAS,99662208,Armando,,Maçanet de la Selva,41.74456,2.71699,Entire home/apt,350,7,3,8/27/21,0.61,2,364,3,HUTG-056853-05
48763619,"Villa for 4 ""Mountain Rest "" Rocamalera Darnius",146597090,Valentina,,Darnius,42.36049,2.83243,Entire home/apt,306,2,5,11/1/21,0.77,3,209,5,HUTG-053386
48764073,Amazing mediterranean styled apartment.,371362111,Berta,,Tossa de Mar,41.72465,2.9295,Entire home/apt,131,2,9,12/26/21,0.97,1,118,9,HUTG-015387
48764556,"Encantador dúplex reformado, terraza vista al mar",17319968,Karinna,,Roses,42.255085,3.182577,Entire home/apt,120,4,2,7/29/21,0.22,1,4,2,HUTG-022052
48768074,"Can Noguer, rel√°jate en un entorno excepcional",393415166,Francisco,,Roses,42.27976,3.15206,Entire home/apt,443,2,6,8/24/21,0.9,1,29,6,HUTG-057056
48778137,Piso centro Camprodon,99885551,Laura,,Camprodon,42.31363,2.36474,Entire home/apt,93,2,6,12/20/21,1.25,1,356,6,HUTG-055878
48779155,Apartamento Traginers,340629145,Mariana,,Roses,42.26109,3.17829,Entire home/apt,70,1,11,11/1/21,1.22,3,318,11,HUTG-017320
48780777,Casa con piscina en la Costa Brava,393524420,Montse,,Calonge,41.85824,3.06321,Entire home/apt,370,2,3,8/29/21,0.67,1,104,3,HUTG-035329
48781003,Comfy Loft Style Apartment w/ Mountain Views,6001589,Donny,,Sales de Llierca,42.246868,2.646242,Entire home/apt,209,2,10,12/29/21,1.54,7,348,10,HUTB-123456
48782849,Apartamento junto a la playa con parking,393542481,Dolors,,Calonge,41.84677,3.10455,Entire home/apt,95,2,2,6/27/21,0.22,1,237,2,HUTB-004571
48786164,Apartamento S√©ptimo CIELO PRIMERA L√çNEA DEL MAR,387260542,Milana Y Carolina,,Blanes,41.66424,2.78296,Entire home/apt,88,1,29,12/29/21,3.12,1,171,29,HUTG-056562
48794143,Apartment in the center and 10 min.  to the sea,290270360,Zlata,,Lloret de Mar,41.70632,2.84535,Entire home/apt,250,1,0,,,4,89,0,Exempt
48797077,Apart luminoso y tranquilo. Frente al aeródromo,393667051,Ana Elisa,,Castelló d'Empúries,42.25562,3.11044,Entire home/apt,45,3,10,9/12/21,1.6,1,29,10,HUTG-057838
48802384,Casa amb piscina privada,112413393,Melissa,,Torroella de Montgrí,42.0576,3.15917,Entire home/apt,90,6,1,8/16/21,0.22,1,180,1,HUTB-002750
48802820,Pati Taronja‚òÄÔ∏è,351001893,Marina,,L'Escala,42.12311,3.12534,Entire home/apt,79,6,8,8/27/21,0.89,5,178,8,HUTG-054248
48803890,"GARBI‚òÄÔ∏è, amplio y comfortable, ideal para familias",351001893,Marina,,L'Escala,42.12352,3.1362,Entire home/apt,79,6,6,8/29/21,0.99,5,8,6,HUTG-014725
48815648,"Fant√°stico, preciosas vistas al puerto, piscina*G*",10547296,Flateli,,Castell-Platja d'Aro,41.8033,3.06058,Entire home/apt,152,2,3,9/27/21,0.43,65,360,3,HUTG-022019
48816872,LES FEIXES LLARGUES - casa per 14 persones üîë,285689307,Rf,,Bolvir,42.41108,1.87149,Entire home/apt,1179,2,0,,,2,292,0,HUTG021099
48817264,Habitación para 3 a Casa de pagès a 2 km del poble,146294374,Imma,,Santa Coloma de Farners,41.88439,2.65677,Private room,50,1,10,8/14/21,1.1,3,240,10,HUTG-038251
48818840,Lujosa habitación TM porche chillout y piscina.,6521840,Mathilda,,Peralada,42.30906,3.01617,Private room,59,2,1,4/4/21,0.11,4,330,1,HUTG-315431
48818845,ILLA MAR DOR 128,95415596,Ceigrup,,Torroella de Montgrí,42.04917,3.19086,Entire home/apt,295,1,0,,,432,304,0,HUTG-014514
48819291,Caseta molt agradable davant de mar,78065263,Integral,,Palamós,41.8488,3.11957,Entire home/apt,123,7,0,,,34,16,0,HUTG-101258
48819744,Lujosa habitación privada JN bed&breakfast,6521840,Mathilda,,Peralada,42.30907,3.01493,Private room,59,2,0,,,4,336,0,HUTG-315431
48819748,Dúplex amb piscina comunitària,78065263,Integral,,Calonge,41.84986,3.11393,Entire home/apt,126,7,1,7/31/21,0.2,34,16,1,HUTG-103310
48821539,"""La casa dels Mosaics"" HUT-20212273",393827689,Josep  Maria,,Palamós,41.85731,3.12927,Entire home/apt,80,2,13,10/11/21,1.43,1,163,13,HUTG-202122
48822140,AI-2 MONT-RAS 10 PaX,4629712,Immo Cala Marquesa,,Mont-ras,41.90355,3.15594,Entire home/apt,492,1,1,6/27/21,0.16,90,0,1,HUTG-026127
48822291,"comfortable home with pool, views of the Pyrenees",238114456,Candice-Joelle,,Pals,41.98099,3.16204,Entire home/apt,740,7,0,,,1,270,0,HUTG-013146
48823782,Casa con piscina privada a 1700m de la playa,158007307,Mel-Immo,,L'Escala,42.10219,3.13689,Entire home/apt,500,7,1,8/21/21,0.23,6,105,1,HUTG-032799
48825822,APPARTEMENT S'AGARO VUE SUR MER 400M DE LA PLAGE,393857869,Ren√©e,,Sant Feliu de Guíxols,41.79202,3.04337,Entire home/apt,119,3,5,10/30/21,0.68,1,0,5,HUTG-055748
48838585,Lovely well maintained Villa Torre gran,26234453,Rachel,,Torroella de Montgrí,42.05717,3.16981,Entire home/apt,64,7,0,,,43,335,0,HUTB-000021
48839447,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.7006,2.84522,Entire home/apt,100,1,3,8/16/21,0.33,7,359,3,HUTG-005983
48841936,CARBONERES 2 Large house on the sea front,21668566,Finques,,Llançà,42.36944,3.16311,Entire home/apt,312,1,0,,,61,49,0,HUTG-018657
48843485,La Nina,390224106,Albert,,Fontcoberta,42.12614,2.82135,Private room,194,1,0,,,6,0,0,Exempt
48843491,La Nana,390224106,Albert,,Fontcoberta,42.12612,2.82121,Private room,224,1,0,,,6,0,0,Exempt
48844126,VILA 5 Village house with five bedrooms,21668566,Finques,,Llançà,42.36169,3.15069,Entire home/apt,128,1,0,,,61,127,0,HUTG-056314
48844222,MODERN SEA VIEWS APARTMENT with POOL,1298586,Kristjan Y Ana,,Tossa de Mar,41.72166,2.93415,Entire home/apt,201,2,11,11/4/21,1.2,107,8,11,HUTG-014612
48846709,Ferienwohnung Meerblick,96892680,Michael,,Lloret de Mar,41.70751,2.85414,Entire home/apt,78,2,5,8/28/21,0.56,2,352,5,HUTG-050436
48847460,"Two level apartament,private terrace,swimming pool",240662122,Ion Claudiu,,Lloret de Mar,41.69922,2.83285,Entire home/apt,123,5,1,8/13/21,0.21,2,126,1,HUTG-045500
48856453,Second line apartment in Platja d'Aro-WIFI&PARKING,69150090,Imma I Paula,,Castell-Platja d'Aro,41.816635,3.068318,Entire home/apt,60,3,1,8/7/21,0.21,63,13,1,HUTB-043337
48857110,Second line apartament with wifi & parking,69150090,Imma I Paula,,Castell-Platja d'Aro,41.81599,3.06902,Entire home/apt,65,6,2,9/23/21,0.39,63,10,2,HUTB-043333
48857672,Apartamento con piscina en Platja d'Aro,239698890,Treumal,,Castell-Platja d'Aro,41.82639,3.07809,Entire home/apt,999,1,15,9/26/21,2.41,4,1,15,ATG-001333
48857830,Apartamento en primera línea de mar muy luminoso,394104158,Carlos,,Castell-Platja d'Aro,41.80854,3.06613,Entire home/apt,100,5,4,9/4/21,0.74,1,180,4,Exempt
48860495,Caba√±a con encanto,271500594,David,,Riells i Viabrea,41.72949,2.55376,Entire home/apt,100,2,21,11/1/21,2.31,1,362,21,Exempt
48861667,Habitación en Costa Brava - Empordà,391393843,Elvira,,Torroella de Montgrí,42.04029,3.12624,Private room,120,2,0,,,2,256,0,Exempt
48861859,Apartamento Edificio Bahia III,91599226,Victor,,Castelló d'Empúries,42.24552,3.12766,Entire home/apt,100,2,1,11/3/21,0.52,2,175,1,HUTG-033312
48861971,Casa Completa Cal Duc,390224106,Albert,,Fontcoberta,42.1262,2.82288,Private room,707,1,0,,,6,0,0,Exempt
48862060,Casa Completa Les Planeses,390224106,Albert,,Fontcoberta,42.13652,2.83194,Private room,707,1,0,,,6,0,0,HUTG-004251
48862113,Les Planeses I,390224106,Albert,,Fontcoberta,42.13497,2.83062,Private room,354,1,0,,,6,0,0,HUTG-004251
48862146,Les Planeses II,390224106,Albert,,Fontcoberta,42.13663,2.83187,Private room,354,1,0,,,6,0,0,HUTG-004252
48863828,Inviting Villa in Calonge with Private Pool,305882972,,,Calonge,41.85811,3.03291,Entire home/apt,242,1,5,10/12/21,0.72,16,365,5,HUTG-028819
48865297,SPECIAL PRICE 50% !! Villa Palangre Lloret de Mar,272102875,Marcelo,,Lloret de Mar,41.70118,2.86543,Entire home/apt,420,2,4,10/4/21,0.78,3,341,4,HUTG-024601
48874780,Apartamento con piscina y tenis. A 50m de la playa,389605038,Winahost,,Torroella de Montgrí,42.05191,3.19618,Entire home/apt,99,4,2,8/21/21,0.37,19,265,2,Exempt
48876101,Amazing traditional house with stunning view,9469045,Ester,,Begur,41.96255,3.22944,Entire home/apt,350,5,2,8/21/21,0.34,1,126,2,HUTG-003001
48876276,Stunning 7 bedroom country house w/ pool in Regencos. Ref. H71,29020859,Sweet Home Costa Brava,,Regencós,41.94632,3.17054,Entire home/apt,10,1,0,,,26,0,0,HUTG-002938
48878254,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.69981,2.84608,Entire home/apt,114,1,2,8/15/21,0.22,7,364,2,HUTG-005982
48878500,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.69921,2.84531,Entire home/apt,100,1,5,8/20/21,0.55,7,362,5,HUTG-005981
48878502,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.70132,2.84454,Entire home/apt,100,1,6,8/30/21,0.66,7,360,6,hutg-005980
48880577,Piso moderno junto canal y playa de Empuriabrava !,394269291,Elena,,Castelló d'Empúries,42.24417,3.12876,Entire home/apt,121,2,50,12/15/21,5.47,1,331,50,HUTG-042887
48881522,"Villa Borghese, sea views, private pool -Lloretholiday",118934271,Lloret Holiday,,Lloret de Mar,41.70154,2.87617,Entire home/apt,475,1,1,8/7/21,0.21,106,104,1,HUTG-016168
48883700,Villa Valentina,50309706,Crystal Villas,,Vidreres,41.79103,2.77878,Entire home/apt,216,2,7,9/19/21,0.94,18,274,7,HUTG-049914
48883946,Central Apartment al lado de la playa,125660503,Iolanda,,Sant Feliu de Guíxols,41.77941,3.02859,Entire home/apt,204,1,2,8/15/21,0.39,10,224,2,HUTG-056918
48884156,Mas Tomasi 436,133933726,"Impals, S.L.",,Pals,41.97362,3.17634,Entire home/apt,154,1,4,9/19/21,0.6,39,365,4,HUTG-131407
48894424,"Apartment located in the heart of the promenade of Tamariu, with exceptional views of th",102326201,Corredor Mató,,Palafrugell,41.91872,3.20816,Entire home/apt,134,1,1,10/9/21,0.36,106,303,1,HUTG-000001
48897608,Ferienwohnung mit Pool in Calella de Palafrugell,394396462,Lucía,,Palafrugell,41.88266,3.17957,Entire home/apt,110,2,17,12/26/21,2.63,1,101,17,HUTG-038824
48898359,Magnífico Piso 4 habitaciones,394403623,Jorge,,Castelló d'Empúries,42.2577,3.07403,Entire home/apt,98,3,5,8/22/21,0.55,1,242,5,HUTB-056805
48906916,Grande maison centre,7720049,Francois,,Roses,42.26538,3.18497,Entire home/apt,141,7,0,,,1,364,0,HUTG-056710
48910681,Casa a l ' Empordà en plena natura,125485984,Cristina,,Torroella de Montgrí,42.0394,3.1794,Entire home/apt,275,1,1,9/5/21,0.26,3,0,1,Exempt
48911761,"Natura, tranquil¬∑litat i unes vistes excepcionals",394033356,La Pallissa,,Sant Marti de Llémenena,42.06899,2.65244,Entire home/apt,200,2,1,6/13/21,0.15,1,342,1,PG-000931
48915722,Apartments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.69939,2.8467,Entire home/apt,124,1,3,12/5/21,0.33,7,364,3,HUTG-005977
48915724,Apartaments Brava (in the city center),145130387,Jessica,,Lloret de Mar,41.70094,2.84536,Entire home/apt,80,1,2,8/8/21,0.22,7,350,2,HUTG-005978
48916598,Apartament cèntric a l'Estartit (Costa Brava) 1A,347758159,Clara,,Torroella de Montgrí,42.05413,3.19835,Entire home/apt,75,3,11,11/1/21,1.22,5,169,11,Exempt
48916887,"Hab. Aixa: Acollidora, Independent, Xic, Amable",76907328,Ramon,,La Bisbal d'Emporda,41.96011,3.04233,Private room,50,2,12,9/4/21,1.93,2,91,12,HUTG-055563
48926048,SOLAZUR  Beach center - 3 rooms,35208996,Drs,,Lloret de Mar,41.70062,2.84944,Entire home/apt,200,2,3,8/22/21,0.55,29,361,3,HUTG-003562
48926639,"Tuscany Villa- LloretHoliday, private pool, 900 meters to the beach",118934271,Lloret Holiday,,Lloret de Mar,41.70879,2.8807,Entire home/apt,369,1,0,,,106,118,0,HUTG-003782
48927382,Piso Hort del Mar,267144635,Daniel,,Roses,42.263603,3.15806,Entire home/apt,95,3,15,11/14/21,2.41,7,335,15,HUTG-023761
48927441,Atlantica Apartment,222372191,Kiko,,Palamós,41.85412,3.12532,Entire home/apt,73,2,17,12/26/21,1.89,1,342,17,HUTG-040707
48930605,√ÅTICO CON VISTAS AL MAR A UN PASO DEL CENTRO BBQ,115403638,Emilia,,Blanes,41.67128,2.78527,Entire home/apt,74,2,18,9/21/21,2.08,2,255,18,HUTG-056799
48931113,Casita en Roses con vistas impresionantes del mar,231443950,Raquel,,Roses,42.25,3.19502,Entire home/apt,76,2,7,9/19/21,0.92,39,348,7,HUTG-006584
48932450,Blanes Old Town & 2 blocks/2 min walk to the beach,10078386,Aurelia,,Blanes,41.675407,2.793273,Entire home/apt,103,3,1,7/24/21,0.19,1,163,1,HUTG-057333
48934379,Da Paolo Apartment (in front of the beach),35208996,Drs,,Lloret de Mar,41.70201,2.85479,Entire home/apt,75,2,0,,,29,333,0,HUTG-009086
48935296,Beautiful house with pool -386,175624143,Beatrice,,Castelló d'Empúries,42.24773,3.11098,Entire home/apt,215,1,0,,,24,164,0,hutb-000000
48945515,APARTAMENTO VACACIONAL - RELAX,287790795,Ana Maria,,Tossa de Mar,41.72322,2.93306,Entire home/apt,139,1,8,8/15/21,1.28,2,260,8,HUTG-048991
48946277,2 bed apartment overlooking the Medes Islands,170899145,William,,Torroella de Montgrí,42.05348,3.19804,Entire home/apt,75,7,0,,,14,286,0,HUTG-006672
48946983,Apartamento de lujo delante del mar en Palamós,394789170,Natalia,,Palamós,41.8466,3.13493,Entire home/apt,232,6,0,,,1,363,0,HUTG-040190
48947408,Apartamento delante del mar. Ideal para descansar,394791419,Alba,,Torroella de Montgrí,42.03909,3.19596,Entire home/apt,65,2,3,6/27/21,0.33,1,332,3,Exempt
48947717,VILLA DE 2 PLANTAS  A 150 METROS  DE LA PLAYA,394792647,David,,Roses,42.24713,3.20068,Entire home/apt,233,3,4,11/14/21,1.64,1,171,4,HUTG-056235
48949457,LUJOSO APARTAMENTO EN S'AGARO,391662221,Josep,,Sant Feliu de Guíxols,41.79288,3.04876,Entire home/apt,236,7,0,,,7,298,0,HUTG-021958
48949472,Villa with private pool very close to the beach.,37865833,Sa Punta Costa Brava S.L.,,Pals,41.98375,3.1972,Entire home/apt,360,7,0,,,51,0,0,HUTG-055934
48951593,Can Costas: apartamento tranquilo con vistas,5603097,Mini,,Blanes,41.67583,2.79722,Entire home/apt,128,2,2,8/14/21,0.36,1,88,2,HUTG-055276
48954173,"Ciclisme i descans a Can Salades, el Gironès!",394835868,Lluís,,Llagostera,41.82951,2.89292,Entire home/apt,55,6,3,9/28/21,0.45,1,320,3,HUTG-057343
48957904,Club Villamar - Pierre,144741996,Club Villamar,,Calonge,41.87672,3.07085,Entire home/apt,258,7,0,,,86,148,0,HUTG-021756
48957911,Club Villamar - Santet,144741996,Club Villamar,,Calonge,41.87735,3.07013,Entire home/apt,258,7,0,,,86,148,0,HUTG-021756
48963510,Cal Romani (room ponent): Natural Parc Montgri,165014876,ToTi,,Pals,41.99298,3.15535,Private room,100,2,0,,,5,358,0,HUTG-056263
48966480,Spectacular house with pool near the sea.,263841355,Holidays Vacances,,Calonge,41.8799,3.06044,Entire home/apt,7231,1,0,,,32,0,0,HUTG-016036
48970845,BEL APPARTEMENT   PROCHE DE LA PLAGE -2 -4 PERS,58365633,Bernard,,Castelló d'Empúries,42.25023,3.13305,Entire home/apt,86,4,4,8/29/21,0.71,3,255,4,HUTG-032693
48971554,Apartamento con vistas al mar y al puerto de Roses,231443950,Raquel,,Roses,42.25563,3.18416,Entire home/apt,78,2,4,9/5/21,0.44,39,243,4,HUTG-050303
48971904,Angela: Rustic villa with private pool located in a very quiet area,8345284,Aleksandra De K3HOMES,,Palau-sator,41.98934,3.10896,Entire home/apt,147,1,6,10/2/21,0.66,67,363,6,HUTG-056841
48986935,NAUTIC 2-1,95415596,Ceigrup,,Torroella de Montgrí,42.05293,3.20876,Entire home/apt,280,1,0,,,432,350,0,HUTG-000486
48987003,Estudi situat a 100 MTS de la Platja de La Fosca,185364797,Carmina,,Palamós,41.85976,3.14602,Entire home/apt,85,7,0,,,2,119,0,HUTG-049910
48990931,APPARTEMENT 2-4 PERSONNES  ACC√àS DIRECT A PLAGE,58365633,Bernard,,Roses,42.26457,3.15807,Entire home/apt,86,4,3,9/3/21,0.51,3,241,3,HUTG-040480
48991721,Entre Girona y el mar en Via Verde,185364797,Carmina,,Cassà de la Selva,41.88856,2.88035,Private room,42,1,3,8/18/21,0.54,2,298,3,HG-002432
48995024,Casavella Palafrugell......wifi.... Costa brava,42846571,Francesc Xavier,,Palafrugell,41.91878,3.17509,Entire home/apt,86,3,1,6/8/21,0.15,1,87,1,hutg-009722
49007246,1-ESPERANZA 15,128662740,"Euroapart La Fosca, S. L.",,Palamós,41.85898,3.14623,Entire home/apt,59,1,0,,,62,357,0,HUTG-014308
49012179,Appartement avec vue sur la mer,395215788,Dominique,,Castelló d'Empúries,42.2387,3.1236,Entire home/apt,50,3,9,10/31/21,1.49,2,176,9,HUTB-685857
49012799,Appartement 2 chambres climatis√© au bord de plage,395215788,Dominique,,Castelló d'Empúries,42.23964,3.12468,Entire home/apt,55,3,3,7/9/21,0.48,2,176,3,HUTB-685857
49022122,101.105 Apartment for 4 people and parking space at the entrance of the village,151496825,Serveis Immobiliaris,,Cadaqués ,42.29252,3.27367,Entire home/apt,222,1,2,11/15/21,1.07,51,28,2,HUTG-056824
49022612,Appartement exceptionnel Costa brava,182624699,Steph,,Llançà,42.36206,3.16068,Entire home/apt,300,15,0,,,3,0,0,Exempt
49023473,Appartement exceptionnel vue à 180 degr√©s,182624699,Steph,,Llançà,42.36216,3.16067,Entire home/apt,300,15,0,,,3,0,0,Exempt
49026541,BEAUTIFUL FRONT LINE BEACH APARTMENT 4 BEDROOMS,34835443,Natalia,,Lloret de Mar,41.70026,2.85045,Entire home/apt,134,30,0,,,4,338,0,Exempt
49027132,Casa singular en el corazón del Baix Empordà,385110034,Ferran,,Palau-sator,41.96892,3.1259,Entire home/apt,400,7,0,,,1,274,0,HUTG-057908
49035072,"Appartement vue mer et bateaux à Palamos ,4 pers",103215577,Frederic,,Palamós,41.844112,3.131897,Entire home/apt,80,2,9,11/7/21,1.54,1,132,9,HUTG-005068
49040964,Apartamento acogedor con vistas a las Islas Medas,45356426,Victoria,,Begur,41.95704,3.20918,Entire home/apt,95,7,10,9/15/21,1.6,1,173,10,HUTG-033735
49049611,ghdhndhyn,145099142,Josep,,Lladó,42.24736,2.81257,Entire home/apt,450,31,0,,,1,90,0,
49051351,15.000m2 state with 6 bedroom house and pool,11826694,Cristian,,Castell-Platja d'Aro,41.8421,3.06222,Entire home/apt,900,7,0,,,1,180,0,Exempt
49059684,Idyllic cottage with panoramic views.,395660206,Maria,,Das,42.35976,1.85451,Entire home/apt,330,30,0,,,1,334,0,
49063059,"Blue Duplex Penthouse, close to the sea, relax-tranquility",201741093,Your.Rentals,,Roses,42.26763,3.14003,Entire home/apt,75,1,0,,,6,0,0,HUTG-023829
49065308,Naturaleza y relax a 5 min a pie de la playa.,395716562,Cristobal,,Palafrugell,41.91704,3.20414,Entire home/apt,118,3,5,9/9/21,0.8,1,168,5,Exempt
49068488,Mas dels Frares - casa rural en entorn natural,308700439,More Holiday,,Vilademuls,42.09126,2.8907,Entire home/apt,423,2,7,8/27/21,0.86,28,215,7,PG-000177
49077333,Fant√°stico apartamento junto al mar en L'Escala,395812507,Pablo,,L'Escala,42.11515,3.15514,Entire home/apt,90,4,9,11/4/21,1.22,1,328,9,HUTG-056739
49077576,UN AMBIENTE ACOGEDOR Y LLENO PAZ Y TRANQUILIDAD,395801237,Jovina,,Castell-Platja d'Aro,41.81464,3.0623,Private room,75,3,3,8/13/21,0.57,1,364,3,Exempt
